PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,13.506289902211002,0.4565238447508686,7.29318487455062,0.0,2.07595823130178,0.21,0.0,0.79,1.0,0.04444228845769154,0.0,0.020379475895179036,0.003264032806561312,0.0,0.004229045809161832,0.27118198279149963,0.0,0.5262925847141287,0.019215032465338597
1.0,3.7666913358857235,0.6865392406048436,6.77041346152873,0.0,6.683032479935034,0.635,0.0,0.365,1.0,0.04833366673334667,0.0,0.013522304460892177,0.008106581316263253,0.0,0.0041707541508301665,0.5858052795705163,0.0,0.696908115093374,0.02384055555289091
2.0,2.686155583777744,0.37403264846496587,3.0605700626798433,0.0,4.376237121269437,0.73375,0.0,0.26625,1.0,0.04266813362672535,0.0,0.03593498699739948,0.006982916583316663,0.0,0.003511682336467293,0.4491969653719701,0.0,0.5642763491941655,0.011229939026800119
3.0,2.499368757042826,0.3758970976053061,6.692972470236916,0.0,5.1091160432747245,0.61875,0.0,0.38125,1.0,0.04068813762752551,0.0,0.026209841968393675,0.00503138627725545,0.0,0.003534246849369874,0.37563709602823403,0.0,0.6255488437941631,0.027700843903661676
4.0,13.191252434774448,0.6646596572272722,3.7534178489691907,0.0,3.881299163815488,0.4375,0.0,0.5625,1.0,0.04814742948589718,0.0,0.05734446889377875,0.005280676135227045,0.0,0.004743328665733146,0.8366899539038052,0.0,0.5727518972455776,0.02529884168499469
5.0,7.022861361726502,0.5212714784191461,6.024257647062886,0.0,3.054258382967474,0.1025,0.0,0.8975,1.0,0.013899379875975195,0.0,0.048504500900180034,0.00479883976795359,0.0,0.0007935987197439489,0.5364338392817296,0.0,0.6940278790641662,0.025629130712400472
6.0,15.371605507451445,0.516345500567521,5.251495922566627,0.0,3.6731854230258043,0.40625,0.0,0.59375,1.0,0.03852190438087618,0.0,0.04977915583116623,0.002488257651530306,0.0,0.0014225845169033805,0.871699535583686,0.0,0.8271615933874454,0.015363970639265489
7.0,7.835335849506317,0.4802355439736733,4.835141439623261,0.0,0.8135524786656861,0.43,0.0,0.57,1.0,0.036179235847169436,0.0,0.024840768153630725,0.002531046209241848,0.0,0.0017112222444488896,0.25051609387530827,0.0,0.7325617888986202,0.011535151581765988
8.0,4.426948740742929,0.5750631819741121,5.9862167604604695,0.0,8.253094802485988,0.5425,0.0,0.4575,1.0,0.008606321264252852,0.0,0.02931386277255451,0.004289097819563912,0.0,0.001578655731146229,0.5541368222235895,0.0,0.6155388408147282,0.0250305876115371
9.0,6.750422584167946,0.45906064297878835,4.001258817877826,0.0,7.220462181322254,0.75625,0.0,0.24375,1.0,0.010684336867373474,0.0,0.02266913382676535,0.003172874574914983,0.0,0.0038727145429085816,0.056475251486205844,0.0,0.8849062396988447,0.015683967529142622
10.0,16.05473791165631,0.24023289339452297,8.036167357687832,0.0,4.631000836351132,0.5725,0.0,0.4275,1.0,0.022574114822964595,0.0,0.01564672934586917,0.005596939387877575,0.0,0.0043898179635927185,0.9775807021948179,0.0,0.7089800873682982,0.03558025033189541
11.0,2.3679617252972363,0.3042875920268976,5.378634103840927,0.0,4.0791086895034745,0.94,0.0,0.06,1.0,0.01313482696539308,0.0,0.010677935587117424,0.0014520304060812162,0.0,0.0028554310862172433,0.8755980757233699,0.0,0.7082281213155416,0.027702357701145472
12.0,3.0684903374728543,0.48254646722184635,3.133555098235833,0.0,0.20792705070382533,0.745,0.0,0.255,1.0,0.026485097019403884,0.0,0.030635727145429083,0.0056992598519703935,0.0,0.0025273054610922183,0.12095804364189715,0.0,0.8522261010441972,0.0343047054120519
13.0,6.705269274075454,0.5338256767480023,8.285634049619727,0.0,8.22160605335906,0.95125,0.0,0.04875,1.0,0.007508501700340069,0.0,0.010170434086817361,0.004534666933386677,0.0,0.0013135227045409082,0.7092719520557778,0.0,0.8016332892493487,0.023740150513755637
14.0,11.132840125692175,0.48307594507115414,6.5266432877462615,0.0,0.10915832332908962,0.62875,0.0,0.37125,1.0,0.032689737947589524,0.0,0.04458611722344469,0.006904780956191237,0.0,0.0046925585117023405,0.8087631677918486,0.0,0.5711868075332829,0.03371573442250748
15.0,7.266217684232827,0.3512066172040922,2.8075021364497994,0.0,3.2609932690236145,0.6825,0.0,0.3175,1.0,0.013860172034406884,0.0,0.040278255651130225,0.008664692938587718,0.0,0.003489117823564713,0.9068338294022978,0.0,0.5150955545277177,0.018787859304265752
16.0,11.980946880177749,0.24015291079761336,3.5379644564118404,0.0,1.7574710517722214,0.2825,0.0,0.7175,1.0,0.03196439287857571,0.0,0.047808161632326464,0.0060266853370674126,0.0,0.003777755551110222,0.35441650764199445,0.0,0.5982215503654096,0.012495873460801644
17.0,3.6480352615535865,0.31115128181708923,4.745212309283648,0.0,6.154635719468578,0.29625,0.0,0.70375,1.0,0.03576755351070214,0.0,0.0032778555711142224,0.005077895579115823,0.0,0.001578655731146229,0.03006844051205962,0.0,0.611974339613422,0.01347594158320691
18.0,11.301444570274308,0.6239721122698979,2.55951681598329,0.0,6.422335795655316,0.29125,0.0,0.70875,1.0,0.01672234446889378,0.0,0.016000800160032004,0.003952370474094818,0.0,0.0012477095419083817,0.42151085133828337,0.0,0.5400420861540112,0.037977937055856344
19.0,6.280959708930519,0.23827712445038451,7.620060420573503,0.0,5.54064326420668,0.07125,0.0,0.92875,1.0,0.02290738147629526,0.0,0.023271054210842166,0.0063875975195039,0.0,0.0017995999199839968,0.6998071715104943,0.0,0.7501056600447356,0.0235298715618193
20.0,9.10741262442312,0.21363261187036825,7.343655892639189,0.0,7.6862108303636285,0.92,0.0,0.08,1.0,0.04698099619923985,0.0,0.012696139227845567,0.006616423284656931,0.0,0.002484056811362272,0.5497336615756464,0.0,0.7106552727896234,0.03337558226180664
21.0,17.456276660090833,0.24498344848034415,2.387131782140698,0.0,2.3224518739253894,0.53,0.0,0.47,1.0,0.03790438087617524,0.0,0.020945989197839566,0.007295459091818363,0.0,0.0038868173634726945,0.9104867864631432,0.0,0.676724486527883,0.020510921838180374
22.0,14.343132359903711,0.3517594861690103,7.831716840499991,0.0,3.3155901330902156,0.95875,0.0,0.04125,1.0,0.03902180436087218,0.0,0.020332266453290657,0.008677715543108621,0.0,0.0004391478295659131,0.6350357196787847,0.0,0.6104203998066966,0.024161030017482682
23.0,8.443471394651398,0.32924959520477426,7.4279448538068085,0.0,7.89720764949013,0.05625,0.0,0.94375,1.0,0.009625725145029008,0.0,0.02242128425685137,0.0034500700140028,0.0,0.0041585317063412685,0.45082344834486515,0.0,0.5224847025673054,0.028693023201987564
24.0,18.793379594430498,0.5027946341214642,4.828158257734083,0.0,5.95800428374282,0.455,0.0,0.545,1.0,0.022711342268453692,0.0,0.04660432086417283,0.00298497699539908,0.0,0.00410118023604721,0.5530905962632997,0.0,0.6928556914170237,0.023381618326167655
25.0,1.2772957869317887,0.6227227113435962,3.565531080271307,0.0,0.291091010812884,0.9125,0.0,0.0875,1.0,0.04021764352870574,0.0,0.008754150830166032,0.003029625925185037,0.0,0.0036827965593118623,0.039417900531824784,0.0,0.5605088880626492,0.01630797073042519
26.0,15.318273810175523,0.6122510250188913,5.200509410322228,0.0,6.592113914815515,0.60625,0.0,0.39375,1.0,0.02081956391278256,0.0,0.0553380676135227,0.009044208841768353,0.0,0.002661752350470094,0.5370370165223739,0.0,0.5320055867559961,0.02002887758448981
27.0,1.7135147727027051,0.2510962360405316,3.4772318902850277,0.0,2.850134859740425,0.67375,0.0,0.32625,1.0,0.01695759151830366,0.0,0.01465533106621324,0.0007246249249849969,0.0,0.003455271054210842,0.16534520439137937,0.0,0.8139025118885923,0.013201797414534843
28.0,1.606432885957746,0.4022399540669751,3.6228048389395475,0.0,3.112728828344723,0.955,0.0,0.045,1.0,0.046226245249049815,0.0,0.011362472494498899,0.0023636127225445088,0.0,0.0015683136627325464,0.18140035386106332,0.0,0.671131752155651,0.03711728166404299
29.0,9.88855160463853,0.5202322692695385,4.196732510895647,0.0,6.555684339070901,0.325,0.0,0.675,0.0,0.0241620324064813,0.0,0.034023004600920184,0.005433226645329065,0.0,0.004010922184436888,0.4046606269331589,0.0,0.8059312539586424,0.01844599003405601
30.0,0.1676220542101948,0.36660515554373974,4.380752534136089,0.0,6.014867014385797,0.87,0.0,0.13,0.0,0.027935787157431488,0.0,0.009828165633126624,0.005669493898779755,0.0,0.0020496899379875977,0.12361461620931911,0.0,0.515072408773457,0.010166578107320906
31.0,16.48930935815774,0.20135561701755383,6.948756006790468,0.0,7.121938624674829,0.49,0.0,0.51,0.0,0.029523704740948193,0.0,0.051903580716143226,0.005658331666333265,0.0,0.0025658531706341265,0.039108456853549835,0.0,0.583697427374676,0.021271756322304512
32.0,14.135177639696492,0.619644763293316,7.783041334382145,0.0,6.023534307192352,0.3,0.0,0.7,0.0,0.042707341468293664,0.0,0.0109375875175035,0.0007432286457291458,0.0,0.0029259451890378077,0.95067512970418,0.0,0.5876614811151076,0.013918936391147604
33.0,15.847844792544654,0.3027165429738784,6.4084786628469805,0.0,6.048923573730468,0.69125,0.0,0.30875,0.0,0.032160432086417286,0.0,0.040950990198039605,0.005476015203040608,0.0,0.0014113022604520904,0.7523228185053908,0.0,0.6318140057294752,0.014219992262897111
34.0,3.89591942324122,0.5829680711416666,7.036269728121922,0.0,2.6297914869390344,0.41875,0.0,0.58125,0.0,0.016134226845369075,0.0,0.04208401680336067,0.0031840368073614723,0.0,0.004031606321264253,0.514225390421861,0.0,0.764832866032324,0.022159299732184445
35.0,1.2222108877080404,0.5049617027146532,6.383685399870845,0.0,5.8997431027243685,0.82625,0.0,0.17375,0.0,0.029455091018203643,0.0,0.00495379075815163,0.004705821164232846,0.0,0.001879515903180636,0.4820083293209606,0.0,0.7888849326490252,0.03513849534543117
36.0,15.037764770547795,0.28232140008862394,7.6344528401658,0.0,3.800647825359188,0.3925,0.0,0.6075,0.0,0.02124104820964193,0.0,0.05530266053210642,0.00852888577715543,0.0,0.0036583516703340667,0.7643614234980203,0.0,0.6634600282969608,0.03004474558464266
37.0,3.38357725938622,0.3370245300523781,3.8599120028908134,0.0,4.370865596133175,0.40875,0.0,0.59125,0.0,0.025063812762552512,0.0,0.010500900180036007,0.003943068613722744,0.0,0.0011856571314262851,0.691294161422134,0.0,0.8370903683008577,0.02209477718523096
38.0,11.08407514912483,0.5365722494952926,7.618641643730967,0.0,1.0836432811182108,0.545,0.0,0.455,0.0,0.0036073214642928586,0.0,0.011291658331666333,0.0004623124624924985,0.0,0.0026542308461692337,0.5414811829156317,0.0,0.6789092211021958,0.00936726093603677
