PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,10.490244938268606,0.22622190069485892,6.504212868809905,0.0,5.835651361078523,0.0625,0.0,0.9375,1.0,0.04788277655531107,0.0,0.03985337067413482,0.00423514702940588,0.0,0.003913142628525705,0.4807910178410813,0.0,0.6575241812498391,0.039600568494056194
1.0,4.170014421925583,0.48325058562871925,5.81436954461938,0.0,3.812598295177402,0.08875,0.0,0.91125,1.0,0.04264852970594119,0.0,0.012129625925185034,0.006088077615523104,0.0,0.0011499299859971993,0.15999406778775005,0.0,0.609532677846896,0.03577707401605031
2.0,15.33236607812166,0.5730180045517856,6.201604966976887,0.0,8.162258215204538,0.7875,0.0,0.2125,1.0,0.00972374474894979,0.0,0.016992198439687935,0.006043428685737147,0.0,0.001044628925785157,0.18062599461756224,0.0,0.5830942240257758,0.030433590376742377
3.0,7.26123181981668,0.3614160070150647,3.051153387260154,0.0,6.69566702876431,0.755,0.0,0.245,1.0,0.021838967793558713,0.0,0.03640708141628325,0.0008641528305661131,0.0,0.001398139627925585,0.5811813882909788,0.0,0.5522308599823611,0.030119372394202225
4.0,5.098465555427837,0.21463831766425256,4.936516817864639,0.0,2.426596642016299,0.2075,0.0,0.7925,1.0,0.02558331666333267,0.0,0.05146689337867573,0.009271174234846968,0.0,0.004027845569113823,0.9862323403488287,0.0,0.5845589516059644,0.034476684559696436
5.0,15.852080268828788,0.5300173332441102,2.2978876259015624,0.0,3.261250869393904,0.56625,0.0,0.43375,1.0,0.02737707541508302,0.0,0.04457431486297259,0.0021273454690938186,0.0,0.0010295859171834366,0.9129317859386027,0.0,0.6860799111120468,0.017823717971489683
6.0,6.543377599800514,0.437145375477763,6.435162001826091,0.0,1.0607332968056227,0.855,0.0,0.145,1.0,0.023554310862172436,0.0,0.03305521104220844,0.0011134426885377074,0.0,0.003932886577315463,0.8358366032434772,0.0,0.7886633338206965,0.03230740120896096
7.0,14.532141677194913,0.4937727463142805,8.294130088427542,0.0,8.328752651425008,0.6675,0.0,0.3325,1.0,0.007880976195239048,0.0,0.047206241248249646,0.0042983996799359865,0.0,0.0018616523304660932,0.09576750282461373,0.0,0.768979513212924,0.03442223421375529
8.0,18.31050735002102,0.6007193287104364,2.5399162539160596,0.0,5.57496133462537,0.5175,0.0,0.4825,1.0,0.0045287057411482305,0.0,0.022999599919983994,0.0014836567313462692,0.0,0.001136767353470694,0.3506053742176108,0.0,0.8006859002807176,0.03560651461201814
9.0,16.238347823577275,0.5607646283665186,8.03108522918319,0.0,5.679185116436114,0.40875,0.0,0.59125,1.0,0.015967593518703742,0.0,0.05874894978995798,0.0016101620324064812,0.0,0.0017544708941788357,0.20574521818817867,0.0,0.5667483858459252,0.01462573351822262
