PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,9.889709541974522,0.5740833092843695,5.1098955161296935,0.0,7.509486720178411,0.40875,0.0,0.59125,1.0,0.03995299059811963,0.0,0.01660272054410882,0.0018743348669733946,0.0,0.00259875975195039,0.30097612663442264,0.0,0.8592002529148675,0.020437257870722952
1.0,8.382833676969609,0.6969624894924037,6.22426928361395,0.0,2.5714543767820586,0.30125,0.0,0.69875,1.0,0.03827685537107422,0.0,0.015564112822564511,0.0044528105621124215,0.0,0.00040436087217443487,0.17468726818088015,0.0,0.7681466339585401,0.02182942301651314
2.0,2.178511280061383,0.20050401806563084,7.800276673529668,0.0,8.048271422769368,0.32625,0.0,0.67375,1.0,0.01647729545909182,0.0,0.025183036607321463,0.009200480096019203,0.0,0.0033950990198039605,0.4384650030656719,0.0,0.7910297280907285,0.02579893542262185
3.0,18.139621761828945,0.4653351178814633,2.8981364597508517,0.0,2.766931490923854,0.7775,0.0,0.2225,1.0,0.029033606721344273,0.0,0.04491658331666333,0.001327385477095419,0.0,0.0026946589317863572,0.5125568182722933,0.0,0.7955646578150043,0.03877634237048908
4.0,15.181483881623398,0.36282380082041077,6.302948489394917,0.0,7.349411080314047,0.9075,0.0,0.0925,1.0,0.04645169033806762,0.0,0.01705121024204841,0.009068393678735747,0.0,0.0007569313862772554,0.8788285795151057,0.0,0.5726559483037154,0.02240181685721386
5.0,0.2871166923854387,0.2328156919839609,5.725301234993731,0.0,4.4979692433521885,0.33625,0.0,0.66375,1.0,0.016300860172034408,0.0,0.016000800160032004,0.004436067213442688,0.0,0.0030509901980396077,0.48579564447477713,0.0,0.8293295833026961,0.028858419902395516
6.0,3.1375691149390508,0.6182672196390464,6.26614518426484,0.0,3.9937464332694184,0.32375,0.0,0.67625,1.0,0.01926105221044209,0.0,0.029809561912382473,0.00503882776555311,0.0,0.002164392878575715,0.003740657857634643,0.0,0.6694862973247994,0.035623686628545814
7.0,11.598421511736682,0.25025226437975334,6.2162425611506285,0.0,3.0919929938772426,0.71125,0.0,0.28875,1.0,0.03840428085617124,0.0,0.05126625325065012,0.004264912982596519,0.0,0.004306141228245649,0.5712267184389329,0.0,0.826376761449834,0.016539447414481434
8.0,18.918382142022665,0.6253702059047407,6.365855813157014,0.0,0.19113725313006857,0.2625,0.0,0.7375,1.0,0.04454030806161233,0.0,0.031178635727145427,0.008233086617323464,0.0,0.003657411482296459,0.9071245102691687,0.0,0.5324020638112715,0.023258809534752997
9.0,2.8641565742870654,0.2403216162970359,3.8379824191361895,0.0,7.550565980943,0.31375,0.0,0.68625,1.0,0.015095219043808762,0.0,0.05314282856571314,0.007767993598719743,0.0,0.002877995599119824,0.05295682080800235,0.0,0.6183806699408728,0.012772936458600111
