PLS_id,g1,resopfrac,tleaf,twood,troot,aleaf,awood,aroot,c4,leaf_n2c,awood_n2c,froot_n2c,leaf_p2c,awood_p2c,froot_p2c,amp,pdia,dwood,sla_var
0.0,7.221755698247668,0.5272673516686511,6.318176580537274,0.0,6.715083588395277,0.88,0.0,0.12,1.0,0.026338067613522708,0.0,0.03775255051010202,0.004919763952790557,0.0,0.003498519703940788,0.949964049715046,0.0,0.5308802324474643,0.03967879784433835
1.0,13.761692374311156,0.6016575761449768,5.1822506972143625,0.0,3.230221930155142,0.75375,0.0,0.24625,1.0,0.02976875375075015,0.0,0.0405379075815163,0.007528005601120223,0.0,0.001773274654930986,0.8000645396136001,0.0,0.5653927004518138,0.010226530553498061
2.0,11.734837336611639,0.6585498302469922,6.956071820392714,0.0,2.933394982443314,0.18,0.0,0.82,1.0,0.04074694938987798,0.0,0.02939647929585917,0.006177375475095018,0.0,0.002484056811362272,0.7420999842106745,0.0,0.5604257479371441,0.03304277275337028
3.0,14.985249770800745,0.3549961297473764,8.200900634116785,0.0,6.938947089838863,0.82,0.0,0.18,1.0,0.03450310062012403,0.0,0.04707641528305661,0.009319543908781756,0.0,0.003303900780156031,0.9173899663536991,0.0,0.8158189875779276,0.02110006360757437
4.0,1.6041158632645849,0.4090337492632905,4.90564011485038,0.0,8.202428636107234,0.14875,0.0,0.85125,1.0,0.010762752550510103,0.0,0.014537307461492299,0.005364392878575715,0.0,0.003696899379875975,0.8057031720268898,0.0,0.6256992418394253,0.021507168913195804
5.0,11.677318464692005,0.3893871269519502,7.260989981875796,0.0,4.580146624270774,0.13625,0.0,0.86375,1.0,0.03854150830166034,0.0,0.013475095019003798,0.00824238847769554,0.0,0.00431742348469694,0.6552566859084394,0.0,0.5091226494750861,0.025213359377374664
6.0,6.875672177467862,0.3365251872956637,7.149531085994236,0.0,5.67678594644774,0.66375,0.0,0.33625,1.0,0.012242848569713943,0.0,0.044125825165033,0.00020372074414882978,0.0,0.0010653130626125224,0.6659980091770423,0.0,0.8144209620506945,0.023976922068406924
7.0,0.4329854855454788,0.6822784066069463,7.6635722327923945,0.0,3.216182172349343,0.87125,0.0,0.12875,1.0,0.008224044808961793,0.0,0.05498399679935986,0.003204500900180036,0.0,0.0036940788157631527,0.7117502824173438,0.0,0.6025639577848745,0.03632573462425187
8.0,1.749871266716297,0.5296641162510716,7.852979974722217,0.0,2.5914351304031134,0.54375,0.0,0.45625,1.0,0.032689737947589524,0.0,0.059339067813562706,0.007941008201640327,0.0,0.00303500700140028,0.5713638948859578,0.0,0.5691818738662403,0.015964362848644217
9.0,11.829823059266978,0.23873161638761098,3.7077744655070237,0.0,1.8544043990330779,0.64125,0.0,0.35875,1.0,0.03560092018403681,0.0,0.012979395879175834,0.003520764152830566,0.0,0.0049830766153230645,0.6518297456820747,0.0,0.6246944383178915,0.034874951092454316
10.0,7.015082230011333,0.4254449294915126,6.776573804459632,0.0,4.541010803085891,0.94875,0.0,0.05125,1.0,0.022407481496299262,0.0,0.023849369873974794,0.0029384676935387075,0.0,0.0014442088417683536,0.9357940770116299,0.0,0.6586843980161144,0.035838010801279595
